Date,Berth,DailyCapacity,CumulativeCapacity,CumulativeDemand,Balance
2025-08-01,Q2B,47000,10011000,2188541,7822459
2025-08-02,Q1A,35000,7490000,2622134,4867866
2025-08-02,Q1B,35000,7490000,1749862,5740138
2025-08-02,Q1C,23000,4922000,1250338,3671662
2025-08-02,Q2A,47000,10058000,3111825,6946175
2025-08-02,Q2B,47000,10058000,2254503,7803497
2025-08-03,Q1A,35000,7525000,2680501,4844499
2025-08-03,Q1B,35000,7525000,1749862,5775138
2025-08-03,Q1C,23000,4945000,1274997,3670003
2025-08-03,Q2A,47000,10105000,3205240,6899760
2025-08-03,Q2B,47000,10105000,2258893,7846107
2025-08-04,Q1A,35000,7560000,2680501,4879499
2025-08-04,Q1B,35000,7560000,1749862,5810138
2025-08-04,Q1C,23000,4968000,1274997,3693003
2025-08-04,Q2A,47000,10152000,3205240,6946760
2025-08-04,Q2B,47000,10152000,2258893,7893107
2025-08-05,Q1A,35000,7595000,2680501,4914499
2025-08-05,Q1B,35000,7595000,1749862,5845138
2025-08-05,Q1C,23000,4991000,1274997,3716003
2025-08-05,Q2A,47000,10199000,3205240,6993760
2025-08-05,Q2B,47000,10199000,2258893,7940107
2025-08-06,Q1A,35000,7630000,2680501,4949499
2025-08-06,Q1B,35000,7630000,1749862,5880138
2025-08-06,Q1C,23000,5014000,1274997,3739003
2025-08-06,Q2A,47000,10246000,3205240,7040760
2025-08-06,Q2B,47000,10246000,2258893,7987107
2025-08-07,Q1A,35000,7665000,2680501,4984499
2025-08-07,Q1B,35000,7665000,1749862,5915138
2025-08-07,Q1C,23000,5037000,1274997,3762003
2025-08-07,Q2A,47000,10293000,3237807,7055193
2025-08-07,Q2B,47000,10293000,2258893,8034107
2025-08-08,Q1A,35000,7700000,2680501,5019499
2025-08-08,Q1B,35000,7700000,1749862,5950138
2025-08-08,Q1C,23000,5060000,1296834,3763166
2025-08-08,Q2A,47000,10340000,3237807,7102193
2025-08-08,Q2B,47000,10340000,2258893,8081107
2025-08-09,Q1A,35000,7735000,2721370,5013630
2025-08-09,Q1B,35000,7735000,1768983,5966017
2025-08-09,Q1C,23000,5083000,1296834,3786166
2025-08-09,Q2A,47000,10387000,3237807,7149193
2025-08-09,Q2B,47000,10387000,2258893,8128107
2025-08-10,Q1A,35000,7770000,2758434,5011566
2025-08-10,Q1B,35000,7770000,1802173,5967827
2025-08-10,Q1C,23000,5106000,1313144,3792856
2025-08-10,Q2A,47000,10434000,3303172,7130828
2025-08-10,Q2B,47000,10434000,2325292,8108708
2025-08-11,Q1A,35000,7805000,2758434,5046566
2025-08-11,Q1B,35000,7805000,1802173,6002827
2025-08-11,Q1C,23000,5129000,1313144,3815856
2025-08-11,Q2A,47000,10481000,3303172,7177828
2025-08-11,Q2B,47000,10481000,2325292,8155708
2025-08-12,Q1A,35000,7840000,2758434,5081566
2025-08-12,Q1B,35000,7840000,1802173,6037827
2025-08-12,Q1C,23000,5152000,1313144,3838856
2025-08-12,Q2A,47000,10528000,3303172,7224828
2025-08-12,Q2B,47000,10528000,2325292,8202708
2025-08-13,Q1A,35000,7875000,2758434,5116566
2025-08-13,Q1B,35000,7875000,1802173,6072827
2025-08-13,Q1C,23000,5175000,1313144,3861856
2025-08-13,Q2A,47000,10575000,3303172,7271828
2025-08-13,Q2B,47000,10575000,2325292,8249708
2025-08-14,Q1A,35000,7910000,2758434,5151566
2025-08-14,Q1B,35000,7910000,1802173,6107827
2025-08-14,Q1C,23000,5198000,1313144,3884856
2025-08-14,Q2A,47000,10622000,3303172,7318828
2025-08-14,Q2B,47000,10622000,2325292,8296708
2025-08-15,Q1A,35000,7945000,2773442,5171558
2025-08-15,Q1B,35000,7945000,1830865,6114135
2025-08-15,Q1C,23000,5221000,1320398,3900602
2025-08-15,Q2A,47000,10669000,3303172,7365828
2025-08-15,Q2B,47000,10669000,2359222,8309778
2025-08-16,Q1A,35000,7980000,2773442,5206558
2025-08-16,Q1B,35000,7980000,1833067,6146933
2025-08-16,Q1C,23000,5244000,1333825,3910175
2025-08-16,Q2A,47000,10716000,3303172,7412828
2025-08-16,Q2B,47000,10716000,2368712,8347288
2025-08-17,Q1A,35000,8015000,2829907,5185093
2025-08-17,Q1B,35000,8015000,1850431,6164569
2025-08-17,Q1C,23000,5267000,1350696,3916304
2025-08-17,Q2A,47000,10763000,3394496,7368504
2025-08-17,Q2B,47000,10763000,2392248,8370752
2025-08-18,Q1A,35000,8050000,2829907,5220093
2025-08-18,Q1B,35000,8050000,1850431,6199569
2025-08-18,Q1C,23000,5290000,1350696,3939304
2025-08-18,Q2A,47000,10810000,3394496,7415504
2025-08-18,Q2B,47000,10810000,2392248,8417752
2025-08-19,Q1A,35000,8085000,2829907,5255093
2025-08-19,Q1B,35000,8085000,1850431,6234569
2025-08-19,Q1C,23000,5313000,1350696,3962304
2025-08-19,Q2A,47000,10857000,3394496,7462504
2025-08-19,Q2B,47000,10857000,2392248,8464752
2025-08-20,Q1A,35000,8120000,2829907,5290093
2025-08-20,Q1B,35000,8120000,1850431,6269569
2025-08-20,Q1C,23000,5336000,1350696,3985304
2025-08-20,Q2A,47000,10904000,3394496,7509504
2025-08-20,Q2B,47000,10904000,2392248,8511752
2025-08-21,Q1A,35000,8155000,2829907,5325093
2025-08-21,Q1B,35000,8155000,1850431,6304569
2025-08-21,Q1C,23000,5359000,1350696,4008304
2025-08-21,Q2A,47000,10951000,3394496,7556504
2025-08-21,Q2B,47000,10951000,2392248,8558752
2025-08-22,Q1A,35000,8190000,2829907,5360093
2025-08-22,Q1B,35000,8190000,1850431,6339569
2025-08-22,Q1C,23000,5382000,1378510,4003490
2025-08-22,Q2A,47000,10998000,3436455,7561545
2025-08-22,Q2B,47000,10998000,2419101,8578899
2025-08-23,Q1A,35000,8225000,2871402,5353598
2025-08-23,Q1B,35000,8225000,1872104,6352896
2025-08-23,Q1C,23000,5405000,1378510,4026490
2025-08-23,Q2A,47000,11045000,3436455,7608545
2025-08-23,Q2B,47000,11045000,2419101,8625899
2025-08-24,Q1A,35000,8260000,2901467,5358533
2025-08-24,Q1B,35000,8260000,1899532,6360468
2025-08-24,Q1C,23000,5428000,1388096,4039904
2025-08-24,Q2A,47000,11092000,3491850,7600150
2025-08-24,Q2B,47000,11092000,2451288,8640712
2025-08-25,Q1A,35000,8295000,2901467,5393533
2025-08-25,Q1B,35000,8295000,1899532,6395468
2025-08-25,Q1C,23000,5451000,1388096,4062904
2025-08-25,Q2A,47000,11139000,3491850,7647150
2025-08-25,Q2B,47000,11139000,2451288,8687712
2025-08-26,Q1A,35000,8330000,2901467,5428533
2025-08-26,Q1B,35000,8330000,1899532,6430468
2025-08-26,Q1C,23000,5474000,1388096,4085904
2025-08-26,Q2A,47000,11186000,3491850,7694150
2025-08-26,Q2B,47000,11186000,2451288,8734712
2025-08-27,Q1A,35000,8365000,2901467,5463533
2025-08-27,Q1B,35000,8365000,1899532,6465468
2025-08-27,Q1C,23000,5497000,1388096,4108904
2025-08-27,Q2A,47000,11233000,3491850,7741150
2025-08-27,Q2B,47000,11233000,2451288,8781712
2025-08-28,Q1A,35000,8400000,2901467,5498533
2025-08-28,Q1B,35000,8400000,1899532,6500468
2025-08-28,Q1C,23000,5520000,1388096,4131904
2025-08-28,Q2A,47000,11280000,3504465,7775535
2025-08-28,Q2B,47000,11280000,2451288,8828712
2025-08-29,Q1A,35000,8435000,2901467,5533533
2025-08-29,Q1B,35000,8435000,1899532,6535468
2025-08-29,Q1C,23000,5543000,1396739,4146261
2025-08-29,Q2A,47000,11327000,3504465,7822535
2025-08-29,Q2B,47000,11327000,2451288,8875712
2025-08-30,Q1A,35000,8470000,2973368,5496632
2025-08-30,Q1B,35000,8470000,1929988,6540012
2025-08-30,Q1C,23000,5566000,1396739,4169261
2025-08-30,Q2A,47000,11374000,3504465,7869535
2025-08-30,Q2B,47000,11374000,2459923,8914077
2025-08-31,Q1A,35000,8505000,2973368,5531632
2025-08-31,Q1B,35000,8505000,1955810,6549190
2025-08-31,Q1C,23000,5589000,1424843,4164157
2025-08-31,Q2A,47000,11421000,3582388,7838612
2025-08-31,Q2B,47000,11421000,2512246,8908754
2025-09-01,Q1A,35000,8540000,2973368,5566632
2025-09-01,Q1B,35000,8540000,1955810,6584190
2025-09-01,Q1C,23000,5612000,1424843,4187157
2025-09-01,Q2A,47000,11468000,3582388,7885612
2025-09-01,Q2B,47000,11468000,2512246,8955754
2025-09-02,Q1A,35000,8575000,2973368,5601632
2025-09-02,Q1B,35000,8575000,1955810,6619190
2025-09-02,Q1C,23000,5635000,1424843,4210157
2025-09-02,Q2A,47000,11515000,3582388,7932612
2025-09-02,Q2B,47000,11515000,2512246,9002754
2025-09-03,Q1A,35000,8610000,2973368,5636632
2025-09-03,Q1B,35000,8610000,1955810,6654190
2025-09-03,Q1C,23000,5658000,1424843,4233157
2025-09-03,Q2A,47000,11562000,3582388,7979612
2025-09-03,Q2B,47000,11562000,2512246,9049754
2025-09-04,Q1A,35000,8645000,2973368,5671632
2025-09-04,Q1B,35000,8645000,1955810,6689190
2025-09-04,Q1C,23000,5681000,1433249,4247751
2025-09-04,Q2A,47000,11609000,3582388,8026612
2025-09-04,Q2B,47000,11609000,2512246,9096754
2025-09-05,Q1A,35000,8680000,2973368,5706632
2025-09-05,Q1B,35000,8680000,1955810,6724190
2025-09-05,Q1C,23000,5704000,1454338,4249662
2025-09-05,Q2A,47000,11656000,3627716,8028284
2025-09-05,Q2B,47000,11656000,2541838,9114162
2025-09-06,Q1A,35000,8715000,2973368,5741632
2025-09-06,Q1B,35000,8715000,2007556,6707444
2025-09-06,Q1C,23000,5727000,1454338,4272662
2025-09-06,Q2A,47000,11703000,3627716,8075284
2025-09-06,Q2B,47000,11703000,2541838,9161162
2025-09-07,Q1A,35000,8750000,3046526,5703474
2025-09-07,Q1B,35000,8750000,2007556,6742444
2025-09-07,Q1C,23000,5750000,1459541,4290459
2025-09-07,Q2A,47000,11750000,3670555,8079445
2025-09-07,Q2B,47000,11750000,2579174,9170826
2025-09-08,Q1A,35000,8785000,3046526,5738474
2025-09-08,Q1B,35000,8785000,2007556,6777444
2025-09-08,Q1C,23000,5773000,1459541,4313459
2025-09-08,Q2A,47000,11797000,3670555,8126445
2025-09-08,Q2B,47000,11797000,2579174,9217826
2025-09-09,Q1A,35000,8820000,3046526,5773474
2025-09-09,Q1B,35000,8820000,2007556,6812444
2025-09-09,Q1C,23000,5796000,1459541,4336459
2025-09-09,Q2A,47000,11844000,3670555,8173445
2025-09-09,Q2B,47000,11844000,2579174,9264826
2025-09-10,Q1A,35000,8855000,3046526,5808474
2025-09-10,Q1B,35000,8855000,2007556,6847444
2025-09-10,Q1C,23000,5819000,1459541,4359459
2025-09-10,Q2A,47000,11891000,3670555,8220445
2025-09-10,Q2B,47000,11891000,2579174,9311826
2025-09-11,Q1A,35000,8890000,3046526,5843474
2025-09-11,Q1B,35000,8890000,2007556,6882444
2025-09-11,Q1C,23000,5842000,1459541,4382459
2025-09-11,Q2A,47000,11938000,3682889,8255111
2025-09-11,Q2B,47000,11938000,2579174,9358826
2025-09-12,Q1A,35000,8925000,3046526,5878474
2025-09-12,Q1B,35000,8925000,2033014,6891986
2025-09-12,Q1C,23000,5865000,1459541,4405459
2025-09-12,Q2A,47000,11985000,3682889,8302111
2025-09-12,Q2B,47000,11985000,2579174,9405826
2025-09-13,Q1A,35000,8960000,3097357,5862643
2025-09-13,Q1B,35000,8960000,2035070,6924930
2025-09-13,Q1C,23000,5888000,1481076,4406924
2025-09-13,Q2A,47000,12032000,3682889,8349111
2025-09-13,Q2B,47000,12032000,2582422,9449578
2025-09-14,Q1A,35000,8995000,3120975,5874025
2025-09-14,Q1B,35000,8995000,2060837,6934163
2025-09-14,Q1C,23000,5911000,1497046,4413954
2025-09-14,Q2A,47000,12079000,3757898,8321102
2025-09-14,Q2B,47000,12079000,2644470,9434530
2025-09-15,Q1A,35000,9030000,3120975,5909025
2025-09-15,Q1B,35000,9030000,2060837,6969163
2025-09-15,Q1C,23000,5934000,1497046,4436954
2025-09-15,Q2A,47000,12126000,3757898,8368102
2025-09-15,Q2B,47000,12126000,2644470,9481530
2025-09-16,Q1A,35000,9065000,3120975,5944025
2025-09-16,Q1B,35000,9065000,2060837,7004163
2025-09-16,Q1C,23000,5957000,1497046,4459954
2025-09-16,Q2A,47000,12173000,3757898,8415102
2025-09-16,Q2B,47000,12173000,2644470,9528530
2025-09-17,Q1A,35000,9100000,3120975,5979025
2025-09-17,Q1B,35000,9100000,2060837,7039163
2025-09-17,Q1C,23000,5980000,1497046,4482954
2025-09-17,Q2A,47000,12220000,3757898,8462102
2025-09-17,Q2B,47000,12220000,2644470,9575530
2025-09-18,Q1A,35000,9135000,3120975,6014025
2025-09-18,Q1B,35000,9135000,2060837,7074163
2025-09-18,Q1C,23000,6003000,1497046,4505954
2025-09-18,Q2A,47000,12267000,3757898,8509102
2025-09-18,Q2B,47000,12267000,2644470,9622530
2025-09-19,Q1A,35000,9170000,3120975,6049025
2025-09-19,Q1B,35000,9170000,2083767,7086233
2025-09-19,Q1C,23000,6026000,1517854,4508146
2025-09-19,Q2A,47000,12314000,3757898,8556102
2025-09-19,Q2B,47000,12314000,2702534,9611466
2025-09-20,Q1A,35000,9205000,3199023,6005977
2025-09-20,Q1B,35000,9205000,2104877,7100123
2025-09-20,Q1C,23000,6049000,1523811,4525189
2025-09-20,Q2A,47000,12361000,3811332,8549668
2025-09-20,Q2B,47000,12361000,2706369,9654631
2025-09-21,Q1A,35000,9240000,3199023,6040977
2025-09-21,Q1B,35000,9240000,2106990,7133010
2025-09-21,Q1C,23000,6072000,1536313,4535687
2025-09-21,Q2A,47000,12408000,3849764,8558236
2025-09-21,Q2B,47000,12408000,2706369,9701631
2025-09-22,Q1A,35000,9275000,3199023,6075977
2025-09-22,Q1B,35000,9275000,2106990,7168010
2025-09-22,Q1C,23000,6095000,1536313,4558687
2025-09-22,Q2A,47000,12455000,3849764,8605236
2025-09-22,Q2B,47000,12455000,2706369,9748631
2025-09-23,Q1A,35000,9310000,3199023,6110977
2025-09-23,Q1B,35000,9310000,2106990,7203010
2025-09-23,Q1C,23000,6118000,1536313,4581687
2025-09-23,Q2A,47000,12502000,3849764,8652236
2025-09-23,Q2B,47000,12502000,2706369,9795631
2025-09-24,Q1A,35000,9345000,3199023,6145977
2025-09-24,Q1B,35000,9345000,2106990,7238010
2025-09-24,Q1C,23000,6141000,1536313,4604687
2025-09-24,Q2A,47000,12549000,3849764,8699236
2025-09-24,Q2B,47000,12549000,2706369,9842631
2025-09-25,Q1A,35000,9380000,3199023,6180977
2025-09-25,Q1B,35000,9380000,2106990,7273010
2025-09-25,Q1C,23000,6164000,1545403,4618597
2025-09-25,Q2A,47000,12596000,3849764,8746236
2025-09-25,Q2B,47000,12596000,2706369,9889631
2025-09-26,Q1A,35000,9415000,3214134,6200866
2025-09-26,Q1B,35000,9415000,2106990,7308010
2025-09-26,Q1C,23000,6187000,1551842,4635158
2025-09-26,Q2A,47000,12643000,3849764,8793236
2025-09-26,Q2B,47000,12643000,2710347,9932653
2025-09-27,Q1A,35000,9450000,3214134,6235866
2025-09-27,Q1B,35000,9450000,2157320,7292680
2025-09-27,Q1C,23000,6210000,1564844,4645156
2025-09-27,Q2A,47000,12690000,3874297,8815703
2025-09-27,Q2B,47000,12690000,2713894,9976106
2025-09-28,Q1A,35000,9485000,3275457,6209543
2025-09-28,Q1B,35000,9485000,2159399,7325601
2025-09-28,Q1C,23000,6233000,1572394,4660606
2025-09-28,Q2A,47000,12737000,3941206,8795794
2025-09-28,Q2B,47000,12737000,2769932,9967068
2025-09-29,Q1A,35000,9520000,3275457,6244543
2025-09-29,Q1B,35000,9520000,2159399,7360601
2025-09-29,Q1C,23000,6256000,1572394,4683606
2025-09-29,Q2A,47000,12784000,3941206,8842794
2025-09-29,Q2B,47000,12784000,2769932,10014068
2025-09-30,Q1A,35000,9555000,3275457,6279543
2025-09-30,Q1B,35000,9555000,2159399,7395601
2025-09-30,Q1C,23000,6279000,1572394,4706606
2025-09-30,Q2A,47000,12831000,3941206,8889794
2025-09-30,Q2B,47000,12831000,2769932,10061068
2025-10-01,Q1A,35000,9590000,3275457,6314543
2025-10-01,Q1B,35000,9590000,2159399,7430601
2025-10-01,Q1C,23000,6302000,1572394,4729606
2025-10-01,Q2A,47000,12878000,3941206,8936794
2025-10-01,Q2B,47000,12878000,2769932,10108068
2025-10-02,Q1A,35000,9625000,3275457,6349543
2025-10-02,Q1B,35000,9625000,2159399,7465601
2025-10-02,Q1C,23000,6325000,1572394,4752606
2025-10-02,Q2A,47000,12925000,3941206,8983794
2025-10-02,Q2B,47000,12925000,2769932,10155068
2025-10-03,Q1A,35000,9660000,3302113,6357887
2025-10-03,Q1B,35000,9660000,2159399,7500601
2025-10-03,Q1C,23000,6348000,1572394,4775606
2025-10-03,Q2A,47000,12972000,3941206,9030794
2025-10-03,Q2B,47000,12972000,2769932,10202068
2025-10-04,Q1A,35000,9695000,3323214,6371786
2025-10-04,Q1B,35000,9695000,2159399,7535601
2025-10-04,Q1C,23000,6371000,1572394,4798606
2025-10-04,Q2A,47000,13019000,3941206,9077794
2025-10-04,Q2B,47000,13019000,2778954,10240046
2025-10-05,Q1A,35000,9730000,3353559,6376441
2025-10-05,Q1B,35000,9730000,2207163,7522837
2025-10-05,Q1C,23000,6394000,1609860,4784140
2025-10-05,Q2A,47000,13066000,4031537,9034463
2025-10-05,Q2B,47000,13066000,2837508,10228492
2025-10-06,Q1A,35000,9765000,3353559,6411441
2025-10-06,Q1B,35000,9765000,2207163,7557837
2025-10-06,Q1C,23000,6417000,1609860,4807140
2025-10-06,Q2A,47000,13113000,4031537,9081463
2025-10-06,Q2B,47000,13113000,2837508,10275492
2025-10-07,Q1A,35000,9800000,3353559,6446441
2025-10-07,Q1B,35000,9800000,2207163,7592837
2025-10-07,Q1C,23000,6440000,1609860,4830140
2025-10-07,Q2A,47000,13160000,4031537,9128463
2025-10-07,Q2B,47000,13160000,2837508,10322492
2025-10-08,Q1A,35000,9835000,3353559,6481441
2025-10-08,Q1B,35000,9835000,2207163,7627837
2025-10-08,Q1C,23000,6463000,1609860,4853140
2025-10-08,Q2A,47000,13207000,4031537,9175463
2025-10-08,Q2B,47000,13207000,2837508,10369492
2025-10-09,Q1A,35000,9870000,3353559,6516441
2025-10-09,Q1B,35000,9870000,2207163,7662837
2025-10-09,Q1C,23000,6486000,1609860,4876140
2025-10-09,Q2A,47000,13254000,4031537,9222463
2025-10-09,Q2B,47000,13254000,2837508,10416492
2025-10-10,Q1A,35000,9905000,3353559,6551441
2025-10-10,Q1B,35000,9905000,2207163,7697837
2025-10-10,Q1C,23000,6509000,1641227,4867773
2025-10-10,Q2A,47000,13301000,4031537,9269463
2025-10-10,Q2B,47000,13301000,2859704,10441296
2025-10-11,Q1A,35000,9940000,3414997,6525003
2025-10-11,Q1B,35000,9940000,2227893,7712107
2025-10-11,Q1C,23000,6532000,1641227,4890773
2025-10-11,Q2A,47000,13348000,4031537,9316463
2025-10-11,Q2B,47000,13348000,2859704,10488296
2025-10-12,Q1A,35000,9975000,3429912,6545088
2025-10-12,Q1B,35000,9975000,2253358,7721642
2025-10-12,Q1C,23000,6555000,1647017,4907983
2025-10-12,Q2A,47000,13395000,4125134,9269866
2025-10-12,Q2B,47000,13395000,2906910,10488090
2025-10-13,Q1A,35000,10010000,3429912,6580088
2025-10-13,Q1B,35000,10010000,2253358,7756642
2025-10-13,Q1C,23000,6578000,1647017,4930983
2025-10-13,Q2A,47000,13442000,4125134,9316866
2025-10-13,Q2B,47000,13442000,2906910,10535090
2025-10-14,Q1A,35000,10045000,3429912,6615088
2025-10-14,Q1B,35000,10045000,2253358,7791642
2025-10-14,Q1C,23000,6601000,1647017,4953983
2025-10-14,Q2A,47000,13489000,4125134,9363866
2025-10-14,Q2B,47000,13489000,2906910,10582090
2025-10-15,Q1A,35000,10080000,3429912,6650088
2025-10-15,Q1B,35000,10080000,2253358,7826642
2025-10-15,Q1C,23000,6624000,1647017,4976983
2025-10-15,Q2A,47000,13536000,4125134,9410866
2025-10-15,Q2B,47000,13536000,2906910,10629090
2025-10-16,Q1A,35000,10115000,3429912,6685088
2025-10-16,Q1B,35000,10115000,2253358,7861642
2025-10-16,Q1C,23000,6647000,1647017,4999983
2025-10-16,Q2A,47000,13583000,4125134,9457866
2025-10-16,Q2B,47000,13583000,2906910,10676090
2025-10-17,Q1A,35000,10150000,3429912,6720088
2025-10-17,Q1B,35000,10150000,2270368,7879632
2025-10-17,Q1C,23000,6670000,1647017,5022983
2025-10-17,Q2A,47000,13630000,4178950,9451050
2025-10-17,Q2B,47000,13630000,2911165,10718835
2025-10-18,Q1A,35000,10185000,3463281,6721719
2025-10-18,Q1B,35000,10185000,2303313,7881687
2025-10-18,Q1C,23000,6693000,1659495,5033505
2025-10-18,Q2A,47000,13677000,4178950,9498050
2025-10-18,Q2B,47000,13677000,2911165,10765835
2025-10-19,Q1A,35000,10220000,3501591,6718409
2025-10-19,Q1B,35000,10220000,2303313,7916687
2025-10-19,Q1C,23000,6716000,1685502,5030498
2025-10-19,Q2A,47000,13724000,4213669,9510331
2025-10-19,Q2B,47000,13724000,2972239,10751761
2025-10-20,Q1A,35000,10255000,3501591,6753409
2025-10-20,Q1B,35000,10255000,2303313,7951687
2025-10-20,Q1C,23000,6739000,1685502,5053498
2025-10-20,Q2A,47000,13771000,4213669,9557331
2025-10-20,Q2B,47000,13771000,2972239,10798761
2025-10-21,Q1A,35000,10290000,3501591,6788409
2025-10-21,Q1B,35000,10290000,2303313,7986687
2025-10-21,Q1C,23000,6762000,1685502,5076498
2025-10-21,Q2A,47000,13818000,4213669,9604331
2025-10-21,Q2B,47000,13818000,2972239,10845761
2025-10-22,Q1A,35000,10325000,3501591,6823409
2025-10-22,Q1B,35000,10325000,2303313,8021687
2025-10-22,Q1C,23000,6785000,1685502,5099498
2025-10-22,Q2A,47000,13865000,4213669,9651331
2025-10-22,Q2B,47000,13865000,2972239,10892761
2025-10-23,Q1A,35000,10360000,3501591,6858409
2025-10-23,Q1B,35000,10360000,2303313,8056687
2025-10-23,Q1C,23000,6808000,1685502,5122498
2025-10-23,Q2A,47000,13912000,4213669,9698331
2025-10-23,Q2B,47000,13912000,2972239,10939761
2025-10-24,Q1A,35000,10395000,3501591,6893409
2025-10-24,Q1B,35000,10395000,2303313,8091687
2025-10-24,Q1C,23000,6831000,1697677,5133323
2025-10-24,Q2A,47000,13959000,4290240,9668760
2025-10-24,Q2B,47000,13959000,2981413,10977587
2025-10-25,Q1A,35000,10430000,3573136,6856864
2025-10-25,Q1B,35000,10430000,2355198,8074802
2025-10-25,Q1C,23000,6854000,1704823,5149177
2025-10-25,Q2A,47000,14006000,4290240,9715760
2025-10-25,Q2B,47000,14006000,2981413,11024587
2025-10-26,Q1A,35000,10465000,3573136,6891864
2025-10-26,Q1B,35000,10465000,2355198,8109802
2025-10-26,Q1C,23000,6877000,1721315,5155685
2025-10-26,Q2A,47000,14053000,4306981,9746019
2025-10-26,Q2B,47000,14053000,3037145,11015855
2025-10-27,Q1A,35000,10500000,3573136,6926864
2025-10-27,Q1B,35000,10500000,2355198,8144802
2025-10-27,Q1C,23000,6900000,1721315,5178685
2025-10-27,Q2A,47000,14100000,4306981,9793019
2025-10-27,Q2B,47000,14100000,3037145,11062855
2025-10-28,Q1A,35000,10535000,3573136,6961864
2025-10-28,Q1B,35000,10535000,2355198,8179802
2025-10-28,Q1C,23000,6923000,1721315,5201685
2025-10-28,Q2A,47000,14147000,4306981,9840019
2025-10-28,Q2B,47000,14147000,3037145,11109855
2025-10-29,Q1A,35000,10570000,3573136,6996864
2025-10-29,Q1B,35000,10570000,2355198,8214802
2025-10-29,Q1C,23000,6946000,1721315,5224685
2025-10-29,Q2A,47000,14194000,4306981,9887019
2025-10-29,Q2B,47000,14194000,3037145,11156855
2025-10-30,Q1A,35000,10605000,3573136,7031864
2025-10-30,Q1B,35000,10605000,2355198,8249802
2025-10-30,Q1C,23000,6969000,1737526,5231474
2025-10-30,Q2A,47000,14241000,4336434,9904566
2025-10-30,Q2B,47000,14241000,3037145,11203855
2025-10-31,Q1A,35000,10640000,3573136,7066864
2025-10-31,Q1B,35000,10640000,2374322,8265678
2025-10-31,Q1C,23000,6992000,1737526,5254474
2025-10-31,Q2A,47000,14288000,4336434,9951566
2025-10-31,Q2B,47000,14288000,3037145,11250855
2025-11-01,Q1A,35000,10675000,3616112,7058888
2025-11-01,Q1B,35000,10675000,2403542,8271458
2025-11-01,Q1C,23000,7015000,1759804,5255196
2025-11-01,Q2A,47000,14335000,4336434,9998566
2025-11-01,Q2B,47000,14335000,3041748,11293252
2025-11-02,Q1A,35000,10710000,3652912,7057088
2025-11-02,Q1B,35000,10710000,2405726,8304274
2025-11-02,Q1C,23000,7038000,1759804,5278196
2025-11-02,Q2A,47000,14382000,4399513,9982487
2025-11-02,Q2B,47000,14382000,3105827,11276173
2025-11-03,Q1A,35000,10745000,3652912,7092088
2025-11-03,Q1B,35000,10745000,2405726,8339274
2025-11-03,Q1C,23000,7061000,1759804,5301196
2025-11-03,Q2A,47000,14429000,4399513,10029487
2025-11-03,Q2B,47000,14429000,3105827,11323173
2025-11-04,Q1A,35000,10780000,3652912,7127088
2025-11-04,Q1B,35000,10780000,2405726,8374274
2025-11-04,Q1C,23000,7084000,1759804,5324196
2025-11-04,Q2A,47000,14476000,4399513,10076487
2025-11-04,Q2B,47000,14476000,3105827,11370173
2025-11-05,Q1A,35000,10815000,3652912,7162088
2025-11-05,Q1B,35000,10815000,2405726,8409274
2025-11-05,Q1C,23000,7107000,1759804,5347196
2025-11-05,Q2A,47000,14523000,4399513,10123487
2025-11-05,Q2B,47000,14523000,3105827,11417173
2025-11-06,Q1A,35000,10850000,3678717,7171283
2025-11-06,Q1B,35000,10850000,2405726,8444274
2025-11-06,Q1C,23000,7130000,1759804,5370196
2025-11-06,Q2A,47000,14570000,4399513,10170487
2025-11-06,Q2B,47000,14570000,3105827,11464173
2025-11-07,Q1A,35000,10885000,3678717,7206283
2025-11-07,Q1B,35000,10885000,2405726,8479274
2025-11-07,Q1C,23000,7153000,1759804,5393196
2025-11-07,Q2A,47000,14617000,4399513,10217487
2025-11-07,Q2B,47000,14617000,3105827,11511173
2025-11-08,Q1A,35000,10920000,3678717,7241283
2025-11-08,Q1B,35000,10920000,2405726,8514274
2025-11-08,Q1C,23000,7176000,1759804,5416196
2025-11-08,Q2A,47000,14664000,4399513,10264487
2025-11-08,Q2B,47000,14664000,3114851,11549149
2025-11-09,Q1A,35000,10955000,3734258,7220742
2025-11-09,Q1B,35000,10955000,2459474,8495526
2025-11-09,Q1C,23000,7199000,1799423,5399577
2025-11-09,Q2A,47000,14711000,4494185,10216815
2025-11-09,Q2B,47000,14711000,3172703,11538297
2025-11-10,Q1A,35000,10990000,3734258,7255742
2025-11-10,Q1B,35000,10990000,2459474,8530526
2025-11-10,Q1C,23000,7222000,1799423,5422577
2025-11-10,Q2A,47000,14758000,4494185,10263815
2025-11-10,Q2B,47000,14758000,3172703,11585297
2025-11-11,Q1A,35000,11025000,3734258,7290742
2025-11-11,Q1B,35000,11025000,2459474,8565526
2025-11-11,Q1C,23000,7245000,1799423,5445577
2025-11-11,Q2A,47000,14805000,4494185,10310815
2025-11-11,Q2B,47000,14805000,3172703,11632297
2025-11-12,Q1A,35000,11060000,3734258,7325742
2025-11-12,Q1B,35000,11060000,2459474,8600526
2025-11-12,Q1C,23000,7268000,1799423,5468577
2025-11-12,Q2A,47000,14852000,4494185,10357815
2025-11-12,Q2B,47000,14852000,3172703,11679297
2025-11-13,Q1A,35000,11095000,3754213,7340787
