Date,Product,CumulativeProduction,CumulativeDemand,Balance
2025-05-13,Product_3,51908,43208,8700
2025-05-13,Product_4,1202421,1037529,164892
2025-05-13,Product_5,530119,459404,70715
2025-05-13,Product_6,365675,313991,51684
2025-05-13,Product_7,725611,628472,97139
2025-05-13,Product_8,1563227,1365871,197356
2025-05-13,Product_9,222055,191270,30785
2025-05-14,Product_1,900265,769670,130595
2025-05-14,Product_10,1386725,1180429,206296
2025-05-14,Product_2,1051495,897725,153770
2025-05-14,Product_3,52442,43208,9234
2025-05-14,Product_4,1215706,1037529,178177
2025-05-14,Product_5,534935,459404,75531
2025-05-14,Product_6,369236,313991,55245
2025-05-14,Product_7,734198,628472,105726
2025-05-14,Product_8,1582741,1365871,216870
2025-05-14,Product_9,224217,191270,32947
2025-05-15,Product_1,910026,769670,140356
2025-05-15,Product_10,1401916,1180429,221487
2025-05-15,Product_2,1061525,920509,141016
2025-05-15,Product_3,53002,43208,9794
2025-05-15,Product_4,1226853,1037529,189324
2025-05-15,Product_5,540616,459404,81212
2025-05-15,Product_6,373525,313991,59534
2025-05-15,Product_7,740648,628472,112176
2025-05-15,Product_8,1601159,1365871,235288
2025-05-15,Product_9,226885,191270,35615
2025-05-16,Product_1,917843,769670,148173
2025-05-16,Product_10,1417102,1180429,236673
2025-05-16,Product_2,1076394,920509,155885
2025-05-16,Product_3,53457,43208,10249
2025-05-16,Product_4,1239540,1037529,202011
2025-05-16,Product_5,547311,470082,77229
2025-05-16,Product_6,377662,313991,63671
2025-05-16,Product_7,746364,628472,117892
2025-05-16,Product_8,1618449,1365871,252578
2025-05-16,Product_9,229218,191270,37948
2025-05-17,Product_1,918155,816764,101391
2025-05-17,Product_10,1417876,1180429,237447
2025-05-17,Product_2,1076974,920509,156465
2025-05-17,Product_3,53487,43208,10279
2025-05-17,Product_4,1240225,1090212,150013
2025-05-17,Product_5,547651,470082,77569
2025-05-17,Product_6,377859,313991,63868
2025-05-17,Product_7,746751,628472,118279
2025-05-17,Product_8,1619270,1403822,215448
2025-05-17,Product_9,229373,201173,28200
2025-05-18,Product_1,918631,816764,101867
2025-05-18,Product_10,1418794,1252163,166631
2025-05-18,Product_2,1077473,941471,136002
2025-05-18,Product_3,53514,45487,8027
2025-05-18,Product_4,1240914,1090212,150702
2025-05-18,Product_5,547876,486256,61620
2025-05-18,Product_6,378045,332233,45812
2025-05-18,Product_7,747121,663406,83715
2025-05-18,Product_8,1620120,1441667,178453
2025-05-18,Product_9,229489,201173,28316
2025-05-19,Product_1,926664,816764,109900
2025-05-19,Product_10,1434813,1252163,182650
2025-05-19,Product_2,1089103,941471,147632
2025-05-19,Product_3,53897,45487,8410
2025-05-19,Product_4,1256440,1090212,166228
2025-05-19,Product_5,553312,486256,67056
2025-05-19,Product_6,382501,332233,50268
2025-05-19,Product_7,753999,663406,90593
2025-05-19,Product_8,1634086,1441667,192419
2025-05-19,Product_9,231648,201173,30475
2025-05-20,Product_1,935233,816764,118469
2025-05-20,Product_10,1445670,1252163,193507
2025-05-20,Product_2,1097419,941471,155948
2025-05-20,Product_3,54274,45487,8787
2025-05-20,Product_4,1271429,1090212,181217
2025-05-20,Product_5,560169,486256,73913
2025-05-20,Product_6,386336,332233,54103
2025-05-20,Product_7,761510,663406,98104
2025-05-20,Product_8,1652167,1441667,210500
2025-05-20,Product_9,233904,201173,32731
2025-05-21,Product_1,943522,816764,126758
2025-05-21,Product_10,1462960,1252163,210797
2025-05-21,Product_2,1107781,941471,166310
2025-05-21,Product_3,54806,45487,9319
2025-05-21,Product_4,1282106,1090212,191894
2025-05-21,Product_5,566292,486256,80036
2025-05-21,Product_6,390124,332233,57891
2025-05-21,Product_7,771994,663406,108588
2025-05-21,Product_8,1665500,1441667,223833
2025-05-21,Product_9,236243,201173,35070
2025-05-22,Product_1,952446,816764,135682
2025-05-22,Product_10,1476497,1252163,224334
2025-05-22,Product_2,1118775,941471,177304
2025-05-22,Product_3,55321,45487,9834
2025-05-22,Product_4,1297825,1090212,207613
2025-05-22,Product_5,572141,486256,85885
2025-05-22,Product_6,394152,332233,61919
2025-05-22,Product_7,780320,663406,116914
2025-05-22,Product_8,1683485,1441667,241818
2025-05-22,Product_9,238639,201173,37466
2025-05-23,Product_1,963007,843330,119677
2025-05-23,Product_10,1490975,1252163,238812
2025-05-23,Product_2,1129455,941471,187984
2025-05-23,Product_3,55845,45487,10358
2025-05-23,Product_4,1309361,1090212,219149
2025-05-23,Product_5,577631,486256,91375
2025-05-23,Product_6,399121,332233,66888
2025-05-23,Product_7,788874,681078,107796
2025-05-23,Product_8,1702288,1441667,260621
2025-05-23,Product_9,241586,201173,40413
2025-05-24,Product_1,963472,843330,120142
2025-05-24,Product_10,1491550,1316694,174856
2025-05-24,Product_2,1130059,989170,140889
2025-05-24,Product_3,55871,47538,8333
2025-05-24,Product_4,1310085,1151720,158365
2025-05-24,Product_5,577898,513348,64550
2025-05-24,Product_6,399279,332233,67046
2025-05-24,Product_7,789290,681078,108212
2025-05-24,Product_8,1703110,1441667,261443
2025-05-24,Product_9,241684,207809,33875
2025-05-25,Product_1,963915,857898,106017
2025-05-25,Product_10,1492317,1316694,175623
2025-05-25,Product_2,1130627,989170,141457
2025-05-25,Product_3,55898,47538,8360
2025-05-25,Product_4,1310716,1151720,158996
2025-05-25,Product_5,578193,513348,64845
2025-05-25,Product_6,399499,351700,47799
2025-05-25,Product_7,789740,701857,87883
2025-05-25,Product_8,1703885,1516531,187354
2025-05-25,Product_9,241810,211817,29993
2025-05-26,Product_1,971576,857898,113678
2025-05-26,Product_10,1505125,1316694,188431
2025-05-26,Product_2,1142486,989170,153316
2025-05-26,Product_3,56503,47538,8965
2025-05-26,Product_4,1322430,1151720,170710
2025-05-26,Product_5,583633,513348,70285
2025-05-26,Product_6,402325,351700,50625
2025-05-26,Product_7,796892,701857,95035
2025-05-26,Product_8,1720742,1516531,204211
2025-05-26,Product_9,244118,211817,32301
2025-05-27,Product_1,978359,857898,120461
2025-05-27,Product_10,1519514,1316694,202820
2025-05-27,Product_2,1152139,989170,162969
2025-05-27,Product_3,56944,47538,9406
2025-05-27,Product_4,1331519,1151720,179799
2025-05-27,Product_5,589244,513348,75896
2025-05-27,Product_6,406394,351700,54694
2025-05-27,Product_7,801978,701857,100121
2025-05-27,Product_8,1729807,1516531,213276
2025-05-27,Product_9,245826,211817,34009
2025-05-28,Product_1,986746,857898,128848
2025-05-28,Product_10,1533068,1316694,216374
2025-05-28,Product_2,1164337,989170,175167
2025-05-28,Product_3,57380,47538,9842
2025-05-28,Product_4,1343652,1151720,191932
2025-05-28,Product_5,594950,513348,81602
2025-05-28,Product_6,411260,351700,59560
2025-05-28,Product_7,809113,701857,107256
2025-05-28,Product_8,1746387,1516531,229856
2025-05-28,Product_9,248316,211817,36499
2025-05-29,Product_1,995707,874382,121325
2025-05-29,Product_10,1551289,1316694,234595
2025-05-29,Product_2,1177696,989170,188526
2025-05-29,Product_3,57821,47538,10283
2025-05-29,Product_4,1353180,1151720,201460
2025-05-29,Product_5,600009,513348,86661
2025-05-29,Product_6,415479,351700,63779
2025-05-29,Product_7,817339,701857,115482
2025-05-29,Product_8,1761957,1516531,245426
2025-05-29,Product_9,250969,211817,39152
2025-05-30,Product_1,1007122,874382,132740
2025-05-30,Product_10,1569606,1316694,252912
2025-05-30,Product_2,1186857,989170,197687
2025-05-30,Product_3,58371,47538,10833
2025-05-30,Product_4,1367402,1151720,215682
2025-05-30,Product_5,606082,513348,92734
2025-05-30,Product_6,419505,351700,67805
2025-05-30,Product_7,823597,719906,103691
2025-05-30,Product_8,1777655,1541214,236441
2025-05-30,Product_9,252909,216511,36398
2025-05-31,Product_1,1007581,897072,110509
2025-05-31,Product_10,1570316,1359118,211198
2025-05-31,Product_2,1187321,989170,198151
2025-05-31,Product_3,58402,47538,10864
2025-05-31,Product_4,1368163,1151720,216443
2025-05-31,Product_5,606486,539163,67323
2025-05-31,Product_6,419685,351700,67985
2025-05-31,Product_7,823953,732990,90963
2025-05-31,Product_8,1778529,1582288,196241
2025-05-31,Product_9,253020,216511,36509
2025-06-01,Product_1,1008097,897072,111025
2025-06-01,Product_10,1571027,1384496,186531
2025-06-01,Product_2,1187963,1040850,147113
2025-06-01,Product_3,58427,49803,8624
2025-06-01,Product_4,1368708,1202732,165976
2025-06-01,Product_5,606692,539163,67529
2025-06-01,Product_6,419882,369615,50267
2025-06-01,Product_7,824280,732990,91290
2025-06-01,Product_8,1779309,1582288,197021
2025-06-01,Product_9,253102,221930,31172
2025-06-02,Product_1,1016409,897072,119337
2025-06-02,Product_10,1584299,1384496,199803
2025-06-02,Product_2,1198333,1040850,157483
2025-06-02,Product_3,58755,49803,8952
2025-06-02,Product_4,1381636,1202732,178904
2025-06-02,Product_5,612565,539163,73402
2025-06-02,Product_6,423643,369615,54028
2025-06-02,Product_7,833216,732990,100226
2025-06-02,Product_8,1792367,1582288,210079
2025-06-02,Product_9,254900,221930,32970
2025-06-03,Product_1,1023786,897072,126714
2025-06-03,Product_10,1600668,1384496,216172
2025-06-03,Product_2,1211239,1040850,170389
2025-06-03,Product_3,59145,49803,9342
2025-06-03,Product_4,1392643,1202732,189911
2025-06-03,Product_5,617520,539163,78357
2025-06-03,Product_6,427086,369615,57471
2025-06-03,Product_7,841317,732990,108327
2025-06-03,Product_8,1807763,1582288,225475
2025-06-03,Product_9,257462,221930,35532
2025-06-04,Product_1,1031448,897072,134376
2025-06-04,Product_10,1613996,1384496,229500
2025-06-04,Product_2,1221178,1040850,180328
2025-06-04,Product_3,59603,49803,9800
2025-06-04,Product_4,1403813,1202732,201081
2025-06-04,Product_5,623588,539163,84425
2025-06-04,Product_6,430814,369615,61199
2025-06-04,Product_7,849299,732990,116309
2025-06-04,Product_8,1823629,1582288,241341
2025-06-04,Product_9,259518,221930,37588
2025-06-05,Product_1,1039420,897072,142348
2025-06-05,Product_10,1627111,1384496,242615
2025-06-05,Product_2,1234128,1040850,193278
2025-06-05,Product_3,60082,49803,10279
2025-06-05,Product_4,1417558,1202732,214826
2025-06-05,Product_5,629203,539163,90040
2025-06-05,Product_6,434822,369615,65207
2025-06-05,Product_7,857237,769907,87330
2025-06-05,Product_8,1839583,1582288,257295
2025-06-05,Product_9,261358,221930,39428
2025-06-06,Product_1,1051204,897072,154132
2025-06-06,Product_10,1643142,1384496,258646
2025-06-06,Product_2,1244952,1040850,204102
2025-06-06,Product_3,60572,49803,10769
2025-06-06,Product_4,1429784,1202732,227052
2025-06-06,Product_5,635408,539163,96245
2025-06-06,Product_6,438261,369615,68646
2025-06-06,Product_7,864447,769907,94540
2025-06-06,Product_8,1855624,1582288,273336
2025-06-06,Product_9,263638,221930,41708
2025-06-07,Product_1,1051595,897072,154523
2025-06-07,Product_10,1643784,1384496,259288
2025-06-07,Product_2,1245502,1090590,154912
2025-06-07,Product_3,60598,49803,10795
2025-06-07,Product_4,1430558,1228596,201962
2025-06-07,Product_5,635735,539163,96572
2025-06-07,Product_6,438432,369615,68817
2025-06-07,Product_7,864820,769907,94913
2025-06-07,Product_8,1856528,1582288,274240
2025-06-07,Product_9,263739,221930,41809
2025-06-08,Product_1,1052096,935302,116794
2025-06-08,Product_10,1644477,1451303,193174
2025-06-08,Product_2,1246155,1090590,155565
2025-06-08,Product_3,60623,49803,10820
2025-06-08,Product_4,1431127,1259959,171168
2025-06-08,Product_5,636021,564816,71205
2025-06-08,Product_6,438586,386180,52406
2025-06-08,Product_7,865117,769907,95210
2025-06-08,Product_8,1857182,1648694,208488
2025-06-08,Product_9,263841,231341,32500
2025-06-09,Product_1,1059784,935302,124482
2025-06-09,Product_10,1655092,1451303,203789
2025-06-09,Product_2,1256148,1090590,165558
2025-06-09,Product_3,61224,49803,11421
2025-06-09,Product_4,1445203,1259959,185244
2025-06-09,Product_5,642506,564816,77690
2025-06-09,Product_6,442681,386180,56501
2025-06-09,Product_7,869968,769907,100061
2025-06-09,Product_8,1873183,1648694,224489
2025-06-09,Product_9,266279,231341,34938
2025-06-10,Product_1,1069903,935302,134601
2025-06-10,Product_10,1670454,1451303,219151
2025-06-10,Product_2,1265209,1090590,174619
2025-06-10,Product_3,61690,49803,11887
2025-06-10,Product_4,1457604,1259959,197645
2025-06-10,Product_5,646095,564816,81279
2025-06-10,Product_6,446860,386180,60680
2025-06-10,Product_7,877337,769907,107430
2025-06-10,Product_8,1891762,1648694,243068
2025-06-10,Product_9,268088,231341,36747
2025-06-11,Product_1,1079280,935302,143978
2025-06-11,Product_10,1688366,1451303,237063
2025-06-11,Product_2,1275035,1090590,184445
2025-06-11,Product_3,62141,49803,12338
2025-06-11,Product_4,1471265,1259959,211306
2025-06-11,Product_5,652940,564816,88124
2025-06-11,Product_6,450851,386180,64671
2025-06-11,Product_7,884882,769907,114975
2025-06-11,Product_8,1903261,1648694,254567
2025-06-11,Product_9,269978,231341,38637
2025-06-12,Product_1,1087923,935302,152621
2025-06-12,Product_10,1703716,1451303,252413
2025-06-12,Product_2,1286267,1090590,195677
2025-06-12,Product_3,62695,49803,12892
2025-06-12,Product_4,1482633,1259959,222674
2025-06-12,Product_5,658768,564816,93952
2025-06-12,Product_6,455259,386180,69079
2025-06-12,Product_7,893370,769907,123463
2025-06-12,Product_8,1919198,1648694,270504
2025-06-12,Product_9,272213,231341,40872
2025-06-13,Product_1,1096706,935302,161404
2025-06-13,Product_10,1720578,1451303,269275
2025-06-13,Product_2,1294302,1090590,203712
2025-06-13,Product_3,63093,49803,13290
2025-06-13,Product_4,1494708,1259959,234749
2025-06-13,Product_5,665168,564816,100352
2025-06-13,Product_6,459155,386180,72975
2025-06-13,Product_7,902234,802850,99384
2025-06-13,Product_8,1933332,1648694,284638
2025-06-13,Product_9,274711,231341,43370
2025-06-14,Product_1,1097104,935302,161802
2025-06-14,Product_10,1721181,1521843,199338
2025-06-14,Product_2,1294876,1090590,204286
2025-06-14,Product_3,63120,49803,13317
2025-06-14,Product_4,1495305,1259959,235346
2025-06-14,Product_5,665393,564816,100577
2025-06-14,Product_6,459358,386180,73178
2025-06-14,Product_7,902676,802850,99826
2025-06-14,Product_8,1934062,1682225,251837
2025-06-14,Product_9,274840,231341,43499
2025-06-15,Product_1,1097574,974140,123434
2025-06-15,Product_10,1721895,1521843,200052
2025-06-15,Product_2,1295357,1134376,160981
2025-06-15,Product_3,63146,52103,11043
2025-06-15,Product_4,1495835,1317233,178602
2025-06-15,Product_5,665633,590742,74891
2025-06-15,Product_6,459558,404675,54883
2025-06-15,Product_7,902980,802850,100130
2025-06-15,Product_8,1934729,1719168,215561
2025-06-15,Product_9,274938,241508,33430
2025-06-16,Product_1,1105769,974140,131629
2025-06-16,Product_10,1733712,1521843,211869
2025-06-16,Product_2,1307608,1134376,173232
2025-06-16,Product_3,63649,52103,11546
2025-06-16,Product_4,1509145,1317233,191912
2025-06-16,Product_5,671236,590742,80494
2025-06-16,Product_6,463332,404675,58657
2025-06-16,Product_7,909742,802850,106892
2025-06-16,Product_8,1949757,1719168,230589
2025-06-16,Product_9,277413,241508,35905
2025-06-17,Product_1,1112936,974140,138796
2025-06-17,Product_10,1746984,1521843,225141
2025-06-17,Product_2,1314295,1134376,179919
2025-06-17,Product_3,64284,52103,12181
2025-06-17,Product_4,1522412,1317233,205179
2025-06-17,Product_5,676696,590742,85954
2025-06-17,Product_6,466848,404675,62173
2025-06-17,Product_7,917383,802850,114533
2025-06-17,Product_8,1969405,1719168,250237
2025-06-17,Product_9,279325,241508,37817
2025-06-18,Product_1,1120022,974140,145882
2025-06-18,Product_10,1762293,1521843,240450
2025-06-18,Product_2,1323484,1134376,189108
2025-06-18,Product_3,64749,52103,12646
2025-06-18,Product_4,1535555,1317233,218322
2025-06-18,Product_5,682393,590742,91651
2025-06-18,Product_6,471929,404675,67254
2025-06-18,Product_7,927202,802850,124352
2025-06-18,Product_8,1981860,1719168,262692
2025-06-18,Product_9,282081,241508,40573
2025-06-19,Product_1,1129001,974140,154861
2025-06-19,Product_10,1776199,1521843,254356
2025-06-19,Product_2,1331254,1134376,196878
2025-06-19,Product_3,65419,52103,13316
2025-06-19,Product_4,1550382,1378901,171481
2025-06-19,Product_5,688737,590742,97995
2025-06-19,Product_6,475479,404675,70804
2025-06-19,Product_7,935884,802850,133034
2025-06-19,Product_8,1994513,1719168,275345
2025-06-19,Product_9,283873,241508,42365
2025-06-20,Product_1,1139809,974140,165669
2025-06-20,Product_10,1786976,1521843,265133
2025-06-20,Product_2,1340351,1134376,205975
2025-06-20,Product_3,65912,52103,13809
2025-06-20,Product_4,1565026,1378901,186125
2025-06-20,Product_5,692742,590742,102000
2025-06-20,Product_6,478901,404675,74226
2025-06-20,Product_7,944168,802850,141318
2025-06-20,Product_8,2006841,1719168,287673
2025-06-20,Product_9,286459,241508,44951
2025-06-21,Product_1,1140256,974140,166116
2025-06-21,Product_10,1787524,1556269,231255
2025-06-21,Product_2,1340889,1134376,206513
2025-06-21,Product_3,65933,54604,11329
2025-06-21,Product_4,1565593,1378901,186692
2025-06-21,Product_5,693054,603289,89765
2025-06-21,Product_6,479103,422496,56607
2025-06-21,Product_7,944501,824064,120437
2025-06-21,Product_8,2007804,1719168,288636
2025-06-21,Product_9,286556,241508,45048
2025-06-22,Product_1,1140684,1011278,129406
2025-06-22,Product_10,1788064,1580562,207502
2025-06-22,Product_2,1341393,1175152,166241
2025-06-22,Product_3,65959,54604,11355
2025-06-22,Product_4,1566226,1378901,187325
2025-06-22,Product_5,693326,615773,77553
2025-06-22,Product_6,479300,422496,56804
2025-06-22,Product_7,944808,839469,105339
2025-06-22,Product_8,2008515,1783262,225253
2025-06-22,Product_9,286696,252188,34508
2025-06-23,Product_1,1149752,1011278,138474
2025-06-23,Product_10,1802674,1580562,222112
2025-06-23,Product_2,1351332,1175152,176180
2025-06-23,Product_3,66385,54604,11781
2025-06-23,Product_4,1577076,1378901,198175
2025-06-23,Product_5,698580,615773,82807
2025-06-23,Product_6,482286,422496,59790
2025-06-23,Product_7,952701,839469,113232
2025-06-23,Product_8,2023701,1783262,240439
2025-06-23,Product_9,289032,252188,36844
2025-06-24,Product_1,1160133,1011278,148855
2025-06-24,Product_10,1820464,1580562,239902
2025-06-24,Product_2,1361401,1175152,186249
2025-06-24,Product_3,66835,54604,12231
2025-06-24,Product_4,1589067,1378901,210166
2025-06-24,Product_5,702797,615773,87024
2025-06-24,Product_6,486698,422496,64202
2025-06-24,Product_7,958583,839469,119114
2025-06-24,Product_8,2038000,1783262,254738
2025-06-24,Product_9,290847,252188,38659
2025-06-25,Product_1,1169084,1011278,157806
2025-06-25,Product_10,1836797,1580562,256235
2025-06-25,Product_2,1372013,1175152,196861
2025-06-25,Product_3,67372,54604,12768
2025-06-25,Product_4,1599923,1378901,221022
2025-06-25,Product_5,708607,615773,92834
2025-06-25,Product_6,490415,422496,67919
2025-06-25,Product_7,965365,839469,125896
2025-06-25,Product_8,2051041,1783262,267779
2025-06-25,Product_9,292818,252188,40630
2025-06-26,Product_1,1177202,1011278,165924
2025-06-26,Product_10,1846485,1580562,265923
2025-06-26,Product_2,1380738,1175152,205586
2025-06-26,Product_3,67920,54604,13316
2025-06-26,Product_4,1614726,1378901,235825
2025-06-26,Product_5,712047,615773,96274
2025-06-26,Product_6,493552,422496,71056
2025-06-26,Product_7,972266,839469,132797
2025-06-26,Product_8,2065673,1783262,282411
2025-06-26,Product_9,295203,252188,43015
2025-06-27,Product_1,1187272,1011278,175994
2025-06-27,Product_10,1862881,1580562,282319
2025-06-27,Product_2,1392089,1202697,189392
2025-06-27,Product_3,68378,54604,13774
2025-06-27,Product_4,1627264,1378901,248363
2025-06-27,Product_5,717954,615773,102181
2025-06-27,Product_6,497979,422496,75483
2025-06-27,Product_7,980951,839469,141482
2025-06-27,Product_8,2086398,1783262,303136
2025-06-27,Product_9,297671,262274,35397
2025-06-28,Product_1,1187731,1011278,176453
2025-06-28,Product_10,1863650,1580562,283088
2025-06-28,Product_2,1392652,1202697,189955
2025-06-28,Product_3,68407,56764,11643
2025-06-28,Product_4,1627838,1378901,248937
2025-06-28,Product_5,718163,615773,102390
2025-06-28,Product_6,498184,422496,75688
2025-06-28,Product_7,981282,871632,109650
2025-06-28,Product_8,2087312,1856273,231039
2025-06-28,Product_9,297776,262274,35502
2025-06-29,Product_1,1188260,1051777,136483
2025-06-29,Product_10,1864167,1646334,217833
2025-06-29,Product_2,1393193,1221671,171522
2025-06-29,Product_3,68437,56764,11673
2025-06-29,Product_4,1628537,1435065,193472
2025-06-29,Product_5,718433,637851,80582
2025-06-29,Product_6,498336,439898,58438
2025-06-29,Product_7,981504,871632,109872
2025-06-29,Product_8,2087970,1856273,231697
2025-06-29,Product_9,297883,262274,35609
2025-06-30,Product_1,1197089,1051777,145312
2025-06-30,Product_10,1877002,1646334,230668
2025-06-30,Product_2,1404256,1221671,182585
2025-06-30,Product_3,69047,56764,12283
2025-06-30,Product_4,1636514,1435065,201449
2025-06-30,Product_5,723694,637851,85843
2025-06-30,Product_6,503071,439898,63173
2025-06-30,Product_7,989006,871632,117374
2025-06-30,Product_8,2104498,1856273,248225
2025-06-30,Product_9,300244,262274,37970
2025-07-01,Product_1,1204091,1051777,152314
2025-07-01,Product_10,1892631,1646334,246297
2025-07-01,Product_2,1414902,1221671,193231
2025-07-01,Product_3,69588,56764,12824
2025-07-01,Product_4,1644755,1435065,209690
2025-07-01,Product_5,729979,637851,92128
2025-07-01,Product_6,507172,439898,67274
2025-07-01,Product_7,995238,871632,123606
2025-07-01,Product_8,2117661,1856273,261388
2025-07-01,Product_9,302402,262274,40128
2025-07-02,Product_1,1210897,1051777,159120
2025-07-02,Product_10,1907138,1646334,260804
2025-07-02,Product_2,1428184,1221671,206513
2025-07-02,Product_3,70191,56764,13427
2025-07-02,Product_4,1657950,1435065,222885
2025-07-02,Product_5,735174,637851,97323
2025-07-02,Product_6,510892,439898,70994
2025-07-02,Product_7,1002233,871632,130601
2025-07-02,Product_8,2128674,1856273,272401
2025-07-02,Product_9,304105,262274,41831
2025-07-03,Product_1,1221562,1051777,169785
2025-07-03,Product_10,1917889,1646334,271555
2025-07-03,Product_2,1438209,1221671,216538
2025-07-03,Product_3,70550,56764,13786
2025-07-03,Product_4,1669824,1435065,234759
2025-07-03,Product_5,739948,637851,102097
2025-07-03,Product_6,515498,439898,75600
2025-07-03,Product_7,1009081,871632,137449
2025-07-03,Product_8,2145953,1856273,289680
2025-07-03,Product_9,305957,262274,43683
2025-07-04,Product_1,1232302,1051777,180525
2025-07-04,Product_10,1932467,1646334,286133
2025-07-04,Product_2,1447882,1221671,226211
2025-07-04,Product_3,71025,59086,11939
2025-07-04,Product_4,1682013,1435065,246948
2025-07-04,Product_5,744863,637851,107012
2025-07-04,Product_6,519299,439898,79401
2025-07-04,Product_7,1015723,871632,144091
2025-07-04,Product_8,2163518,1856273,307245
2025-07-04,Product_9,308137,262274,45863
2025-07-05,Product_1,1232716,1067343,165373
2025-07-05,Product_10,1932920,1706003,226917
2025-07-05,Product_2,1448331,1251244,197087
2025-07-05,Product_3,71047,59086,11961
2025-07-05,Product_4,1682483,1435065,247418
2025-07-05,Product_5,745179,637851,107328
2025-07-05,Product_6,519484,439898,79586
2025-07-05,Product_7,1016110,903046,113064
2025-07-05,Product_8,2164382,1856273,308109
2025-07-05,Product_9,308261,262274,45987
2025-07-06,Product_1,1233117,1090926,142191
2025-07-06,Product_10,1933563,1706003,227560
2025-07-06,Product_2,1448758,1271579,177179
2025-07-06,Product_3,71072,59086,11986
2025-07-06,Product_4,1683066,1482768,200298
2025-07-06,Product_5,745465,660871,84594
2025-07-06,Product_6,519651,458231,61420
2025-07-06,Product_7,1016376,903046,113330
2025-07-06,Product_8,2165075,1923987,241088
2025-07-06,Product_9,308391,271667,36724
2025-07-07,Product_1,1243467,1090926,152541
2025-07-07,Product_10,1949116,1706003,243113
2025-07-07,Product_2,1456963,1271579,185384
2025-07-07,Product_3,71526,59086,12440
2025-07-07,Product_4,1698265,1482768,215497
2025-07-07,Product_5,750451,660871,89580
2025-07-07,Product_6,523667,458231,65436
2025-07-07,Product_7,1022732,903046,119686
2025-07-07,Product_8,2179587,1923987,255600
2025-07-07,Product_9,310731,271667,39064
2025-07-08,Product_1,1250534,1090926,159608
2025-07-08,Product_10,1962415,1706003,256412
2025-07-08,Product_2,1465691,1271579,194112
2025-07-08,Product_3,72009,59086,12923
2025-07-08,Product_4,1711374,1482768,228606
2025-07-08,Product_5,755547,660871,94676
2025-07-08,Product_6,527618,458231,69387
2025-07-08,Product_7,1030317,903046,127271
2025-07-08,Product_8,2196116,1923987,272129
2025-07-08,Product_9,312912,271667,41245
2025-07-09,Product_1,1257859,1090926,166933
2025-07-09,Product_10,1974664,1706003,268661
2025-07-09,Product_2,1475638,1271579,204059
2025-07-09,Product_3,72643,59086,13557
2025-07-09,Product_4,1723317,1482768,240549
2025-07-09,Product_5,759581,660871,98710
2025-07-09,Product_6,531307,458231,73076
2025-07-09,Product_7,1036551,903046,133505
2025-07-09,Product_8,2211820,1923987,287833
2025-07-09,Product_9,315234,271667,43567
2025-07-10,Product_1,1267119,1090926,176193
2025-07-10,Product_10,1989644,1706003,283641
2025-07-10,Product_2,1486177,1271579,214598
2025-07-10,Product_3,73124,59086,14038
2025-07-10,Product_4,1734177,1482768,251409
2025-07-10,Product_5,765152,660871,104281
2025-07-10,Product_6,534546,458231,76315
2025-07-10,Product_7,1041752,922111,119641
2025-07-10,Product_8,2225753,1923987,301766
2025-07-10,Product_9,317110,271667,45443
2025-07-11,Product_1,1275051,1109294,165757
2025-07-11,Product_10,2004767,1706003,298764
2025-07-11,Product_2,1496272,1271579,224693
2025-07-11,Product_3,73647,59086,14561
2025-07-11,Product_4,1745096,1537888,207208
2025-07-11,Product_5,769020,671654,97366
2025-07-11,Product_6,538285,458231,80054
2025-07-11,Product_7,1049281,932947,116334
2025-07-11,Product_8,2236945,1990811,246134
2025-07-11,Product_9,319143,271667,47476
2025-07-12,Product_1,1275471,1128311,147160
2025-07-12,Product_10,2005555,1706003,299552
2025-07-12,Product_2,1496715,1271579,225136
2025-07-12,Product_3,73671,59086,14585
2025-07-12,Product_4,1745490,1537888,207602
2025-07-12,Product_5,769312,671654,97658
2025-07-12,Product_6,538466,458231,80235
2025-07-12,Product_7,1049680,932947,116733
2025-07-12,Product_8,2237695,1990811,246884
2025-07-12,Product_9,319234,276782,42452
2025-07-13,Product_1,1275881,1128311,147570
2025-07-13,Product_10,2006299,1768073,238226
2025-07-13,Product_2,1497282,1313719,183563
2025-07-13,Product_3,73696,61336,12360
2025-07-13,Product_4,1746091,1537888,208203
2025-07-13,Product_5,769579,682187,87392
2025-07-13,Product_6,538612,475123,63489
2025-07-13,Product_7,1050019,932947,117072
2025-07-13,Product_8,2238551,1990811,247740
2025-07-13,Product_9,319318,281314,38004
2025-07-14,Product_1,1284693,1128311,156382
2025-07-14,Product_10,2021554,1768073,253481
2025-07-14,Product_2,1508354,1313719,194635
2025-07-14,Product_3,74187,61336,12851
2025-07-14,Product_4,1759101,1537888,221213
2025-07-14,Product_5,776679,682187,94492
2025-07-14,Product_6,541455,475123,66332
2025-07-14,Product_7,1054824,932947,121877
2025-07-14,Product_8,2250614,1990811,259803
2025-07-14,Product_9,321491,281314,40177
2025-07-15,Product_1,1294834,1128311,166523
2025-07-15,Product_10,2036098,1768073,268025
2025-07-15,Product_2,1518065,1313719,204346
2025-07-15,Product_3,74709,61336,13373
2025-07-15,Product_4,1767903,1537888,230015
2025-07-15,Product_5,781037,682187,98850
2025-07-15,Product_6,545407,475123,70284
2025-07-15,Product_7,1062340,932947,129393
2025-07-15,Product_8,2266700,1990811,275889
2025-07-15,Product_9,323615,281314,42301
