Client,Ship,ArrivalDate,Deadline,Product,Quantity,WindowDays,Factory,Axis,Berth,ShipSubClass,ShipDeadWeight,EffectiveLoadRate,LoadingDaysNeeded,FitsBerth,ShipCanCarry,CanLoadInTime,Feasible
Client_16,Ship_376,2025-06-23,2025-06-28,Product_7,11628,5,Factory_4,Axis_4,Q2A,Type_1_medium,13000,11000,2,True,True,True,True
Client_18,Ship_378,2025-06-23,2025-06-27,Product_9,10086,4,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_6,Ship_366,2025-06-23,2025-06-29,Product_1,40499,6,Factory_1,Axis_1,Q1A,Type_2_large,45000,23000,2,True,True,True,True
Client_10,Ship_370,2025-06-24,2025-06-29,Product_4,56164,5,Factory_2,Axis_2,Q1B,Type_3_medium,61000,35000,2,True,True,True,True
Client_7,Ship_367,2025-06-24,2025-06-27,Product_2,27545,3,Factory_1,Axis_1,Q1A,Type_2_small,29000,23000,2,True,True,True,True
Client_9,Ship_369,2025-06-24,2025-06-28,Product_3,2160,4,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_14,Ship_374,2025-06-25,2025-06-29,Product_6,8653,4,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_15,Ship_375,2025-06-25,2025-06-28,Product_7,20535,3,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_17,Ship_377,2025-06-25,2025-06-28,Product_8,73011,3,Factory_4,Axis_4,Q2A,Type_4_small,77000,47000,2,True,True,True,True
Client_8,Ship_368,2025-06-25,2025-06-29,Product_2,18974,4,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_11,Ship_371,2025-06-26,2025-06-29,Product_5,13510,3,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_13,Ship_373,2025-06-26,2025-06-29,Product_6,8749,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_19,Ship_379,2025-06-26,2025-06-29,Product_10,65772,3,Factory_5,Axis_5,Q2B,Type_3_large,69000,35000,2,True,True,True,True
Client_3,Ship_383,2025-06-30,2025-07-05,Product_2,29573,5,Factory_1,Axis_1,Q1A,Type_2_medium,37000,23000,2,True,True,True,True
Client_4,Ship_384,2025-06-30,2025-07-04,Product_3,2322,4,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_5,Ship_385,2025-06-30,2025-07-06,Product_4,47703,6,Factory_2,Axis_2,Q1B,Type_3_small,53000,35000,2,True,True,True,True
Client_1,Ship_381,2025-07-01,2025-07-06,Product_1,23583,5,Factory_1,Axis_1,Q1A,Type_2_small,29000,23000,2,True,True,True,True
Client_20,Ship_380,2025-07-01,2025-07-05,Product_1,15566,4,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_6,Ship_386,2025-07-01,2025-07-06,Product_5,23020,5,Factory_3,Axis_3,Q1C,Type_2_small,29000,23000,2,True,True,True,True
Client_8,Ship_388,2025-07-01,2025-07-05,Product_7,31414,4,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_9,Ship_389,2025-07-01,2025-07-06,Product_8,67714,5,Factory_4,Axis_4,Q2A,Type_3_large,69000,35000,2,True,True,True,True
Client_11,Ship_391,2025-07-02,2025-07-05,Product_10,59669,3,Factory_5,Axis_5,Q2B,Type_3_medium,61000,35000,2,True,True,True,True
Client_10,Ship_390,2025-07-03,2025-07-06,Product_9,9393,3,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_2,Ship_382,2025-07-03,2025-07-06,Product_2,20335,3,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_7,Ship_387,2025-07-03,2025-07-06,Product_6,18333,3,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_1,Ship_401,2025-07-07,2025-07-11,Product_7,10836,4,Factory_4,Axis_4,Q2A,Type_1_medium,13000,11000,1,True,True,True,True
Client_14,Ship_394,2025-07-07,2025-07-13,Product_2,42140,6,Factory_1,Axis_1,Q1A,Type_2_large,45000,23000,2,True,True,True,True
Client_17,Ship_397,2025-07-07,2025-07-13,Product_5,10533,6,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_18,Ship_398,2025-07-07,2025-07-11,Product_5,10783,4,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_20,Ship_400,2025-07-07,2025-07-10,Product_7,19065,3,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_12,Ship_392,2025-07-08,2025-07-11,Product_1,18368,3,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_13,Ship_393,2025-07-08,2025-07-12,Product_1,19017,4,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_16,Ship_396,2025-07-08,2025-07-11,Product_4,55120,3,Factory_2,Axis_2,Q1B,Type_3_medium,61000,35000,2,True,True,True,True
Client_2,Ship_402,2025-07-08,2025-07-11,Product_8,66824,3,Factory_4,Axis_4,Q2A,Type_3_large,69000,35000,2,True,True,True,True
Client_15,Ship_395,2025-07-09,2025-07-13,Product_3,2250,4,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_4,Ship_404,2025-07-09,2025-07-12,Product_9,5115,3,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_5,Ship_405,2025-07-09,2025-07-13,Product_10,62070,4,Factory_5,Axis_5,Q2B,Type_3_large,69000,35000,2,True,True,True,True
Client_19,Ship_399,2025-07-10,2025-07-13,Product_6,16892,3,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_3,Ship_403,2025-07-10,2025-07-13,Product_9,4532,3,Factory_5,Axis_5,Q2B,Type_1_small,5000,11000,1,True,True,True,True
Client_1,Ship_421,2025-07-14,2025-07-19,Product_10,59936,5,Factory_5,Axis_5,Q2B,Type_3_medium,61000,35000,2,True,True,True,True
Client_11,Ship_411,2025-07-14,2025-07-17,Product_4,28419,3,Factory_2,Axis_2,Q1B,Type_2_small,29000,23000,2,True,True,True,True
Client_15,Ship_415,2025-07-14,2025-07-17,Product_6,5314,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_18,Ship_418,2025-07-14,2025-07-17,Product_8,36035,3,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_7,Ship_407,2025-07-14,2025-07-20,Product_1,17646,6,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_9,Ship_409,2025-07-14,2025-07-17,Product_3,2451,3,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_19,Ship_419,2025-07-15,2025-07-20,Product_8,34292,5,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_20,Ship_420,2025-07-16,2025-07-20,Product_9,9727,4,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_6,Ship_406,2025-07-16,2025-07-20,Product_1,19752,4,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_8,Ship_408,2025-07-16,2025-07-20,Product_2,45974,4,Factory_1,Axis_1,Q1A,Type_3_small,53000,35000,2,True,True,True,True
Client_10,Ship_410,2025-07-17,2025-07-20,Product_4,19101,3,Factory_2,Axis_2,Q1B,Type_1_large,21000,11000,2,True,True,True,True
Client_12,Ship_412,2025-07-17,2025-07-20,Product_5,15133,3,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_13,Ship_413,2025-07-17,2025-07-20,Product_5,10482,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_14,Ship_414,2025-07-17,2025-07-20,Product_6,9383,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_16,Ship_416,2025-07-17,2025-07-20,Product_7,14194,3,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_17,Ship_417,2025-07-17,2025-07-20,Product_7,12558,3,Factory_4,Axis_4,Q2A,Type_1_medium,13000,11000,2,True,True,True,True
Client_16,Ship_436,2025-07-21,2025-07-27,Product_10,34305,6,Factory_5,Axis_5,Q2B,Type_2_medium,37000,23000,2,True,True,True,True
Client_3,Ship_423,2025-07-21,2025-07-26,Product_2,25731,5,Factory_1,Axis_1,Q1A,Type_2_small,29000,23000,2,True,True,True,True
Client_4,Ship_424,2025-07-21,2025-07-24,Product_2,18768,3,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_6,Ship_426,2025-07-21,2025-07-25,Product_4,47292,4,Factory_2,Axis_2,Q1B,Type_3_small,53000,35000,2,True,True,True,True
Client_8,Ship_428,2025-07-21,2025-07-27,Product_5,9878,6,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_10,Ship_430,2025-07-22,2025-07-25,Product_7,14927,3,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_11,Ship_431,2025-07-22,2025-07-25,Product_7,15288,3,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_13,Ship_433,2025-07-22,2025-07-27,Product_8,33196,5,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_14,Ship_434,2025-07-22,2025-07-26,Product_9,4773,4,Factory_5,Axis_5,Q2B,Type_1_small,5000,11000,1,True,True,True,True
Client_12,Ship_432,2025-07-23,2025-07-26,Product_8,27577,3,Factory_4,Axis_4,Q2A,Type_2_small,29000,23000,2,True,True,True,True
Client_17,Ship_437,2025-07-23,2025-07-27,Product_10,25804,4,Factory_5,Axis_5,Q2B,Type_2_small,29000,23000,2,True,True,True,True
Client_2,Ship_422,2025-07-23,2025-07-27,Product_1,34070,4,Factory_1,Axis_1,Q1A,Type_2_medium,37000,23000,2,True,True,True,True
Client_7,Ship_427,2025-07-23,2025-07-26,Product_5,11987,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,2,True,True,True,True
Client_9,Ship_429,2025-07-23,2025-07-27,Product_6,16862,4,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_15,Ship_435,2025-07-24,2025-07-27,Product_9,4609,3,Factory_5,Axis_5,Q2B,Type_1_small,5000,11000,1,True,True,True,True
Client_5,Ship_425,2025-07-24,2025-07-27,Product_3,2367,3,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_1,Ship_441,2025-07-28,2025-08-03,Product_2,24073,6,Factory_1,Axis_1,Q1A,Type_2_small,29000,23000,2,True,True,True,True
Client_2,Ship_442,2025-07-28,2025-07-31,Product_3,2070,3,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_3,Ship_443,2025-07-28,2025-07-31,Product_4,48938,3,Factory_2,Axis_2,Q1B,Type_3_small,53000,35000,2,True,True,True,True
Client_5,Ship_445,2025-07-28,2025-08-01,Product_5,13989,4,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_7,Ship_447,2025-07-28,2025-08-03,Product_7,15814,6,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_18,Ship_438,2025-07-29,2025-08-03,Product_1,21007,5,Factory_1,Axis_1,Q1A,Type_2_small,29000,23000,1,True,True,True,True
Client_19,Ship_439,2025-07-29,2025-08-01,Product_1,18163,3,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_10,Ship_450,2025-07-30,2025-08-03,Product_9,4390,4,Factory_5,Axis_5,Q2B,Type_1_small,5000,11000,1,True,True,True,True
Client_11,Ship_451,2025-07-30,2025-08-02,Product_9,4757,3,Factory_5,Axis_5,Q2B,Type_1_small,5000,11000,1,True,True,True,True
Client_12,Ship_452,2025-07-30,2025-08-02,Product_10,61205,3,Factory_5,Axis_5,Q2B,Type_3_large,69000,35000,2,True,True,True,True
Client_20,Ship_440,2025-07-30,2025-08-03,Product_2,13287,4,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_4,Ship_444,2025-07-30,2025-08-03,Product_5,7878,4,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_6,Ship_446,2025-07-30,2025-08-03,Product_6,16781,4,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_9,Ship_449,2025-07-30,2025-08-03,Product_8,67529,4,Factory_4,Axis_4,Q2A,Type_3_large,69000,35000,2,True,True,True,True
Client_8,Ship_448,2025-07-31,2025-08-03,Product_7,10072,3,Factory_4,Axis_4,Q2A,Type_1_medium,13000,11000,1,True,True,True,True
Client_1,Ship_461,2025-08-04,2025-08-10,Product_7,18262,6,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_15,Ship_455,2025-08-04,2025-08-10,Product_3,2152,6,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_18,Ship_458,2025-08-04,2025-08-08,Product_5,21837,4,Factory_3,Axis_3,Q1C,Type_2_small,29000,23000,1,True,True,True,True
Client_3,Ship_463,2025-08-04,2025-08-07,Product_8,32567,3,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_19,Ship_459,2025-08-05,2025-08-10,Product_6,6239,5,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_2,Ship_462,2025-08-05,2025-08-10,Product_7,11656,5,Factory_4,Axis_4,Q2A,Type_1_medium,13000,11000,2,True,True,True,True
Client_4,Ship_464,2025-08-05,2025-08-10,Product_8,35447,5,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_5,Ship_465,2025-08-05,2025-08-10,Product_9,9458,5,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_13,Ship_453,2025-08-06,2025-08-10,Product_1,37064,4,Factory_1,Axis_1,Q1A,Type_2_large,45000,23000,2,True,True,True,True
Client_14,Ship_454,2025-08-06,2025-08-09,Product_2,40869,3,Factory_1,Axis_1,Q1A,Type_2_large,45000,23000,2,True,True,True,True
Client_16,Ship_456,2025-08-06,2025-08-09,Product_4,19121,3,Factory_2,Axis_2,Q1B,Type_1_large,21000,11000,2,True,True,True,True
Client_17,Ship_457,2025-08-07,2025-08-10,Product_4,31038,3,Factory_2,Axis_2,Q1B,Type_2_medium,37000,23000,2,True,True,True,True
Client_20,Ship_460,2025-08-07,2025-08-10,Product_6,10071,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_6,Ship_466,2025-08-07,2025-08-10,Product_10,56941,3,Factory_5,Axis_5,Q2B,Type_3_medium,61000,35000,2,True,True,True,True
Client_14,Ship_474,2025-08-11,2025-08-15,Product_5,7254,4,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_8,Ship_468,2025-08-11,2025-08-15,Product_1,15008,4,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_1,Ship_481,2025-08-12,2025-08-15,Product_10,33930,3,Factory_5,Axis_5,Q2B,Type_2_medium,37000,23000,2,True,True,True,True
Client_11,Ship_471,2025-08-12,2025-08-15,Product_4,28692,3,Factory_2,Axis_2,Q1B,Type_2_small,29000,23000,2,True,True,True,True
Client_18,Ship_478,2025-08-12,2025-08-17,Product_8,36457,5,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_2,Ship_482,2025-08-12,2025-08-17,Product_10,23536,5,Factory_5,Axis_5,Q2B,Type_2_small,29000,23000,2,True,True,True,True
Client_10,Ship_470,2025-08-13,2025-08-16,Product_3,2202,3,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_13,Ship_473,2025-08-13,2025-08-16,Product_5,13427,3,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_16,Ship_476,2025-08-13,2025-08-17,Product_7,15124,4,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_17,Ship_477,2025-08-13,2025-08-17,Product_7,11667,4,Factory_4,Axis_4,Q2A,Type_1_medium,13000,11000,2,True,True,True,True
Client_19,Ship_479,2025-08-13,2025-08-17,Product_8,28076,4,Factory_4,Axis_4,Q2A,Type_2_small,29000,23000,2,True,True,True,True
Client_20,Ship_480,2025-08-13,2025-08-16,Product_9,9490,3,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_12,Ship_472,2025-08-14,2025-08-17,Product_4,17364,3,Factory_2,Axis_2,Q1B,Type_1_large,21000,11000,2,True,True,True,True
Client_15,Ship_475,2025-08-14,2025-08-17,Product_6,16871,3,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_7,Ship_467,2025-08-14,2025-08-17,Product_1,18397,3,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_9,Ship_469,2025-08-14,2025-08-17,Product_2,38068,3,Factory_1,Axis_1,Q1A,Type_2_large,45000,23000,2,True,True,True,True
Client_11,Ship_491,2025-08-18,2025-08-22,Product_8,41959,4,Factory_4,Axis_4,Q2A,Type_2_large,45000,23000,2,True,True,True,True
Client_4,Ship_484,2025-08-18,2025-08-23,Product_2,41495,5,Factory_1,Axis_1,Q1A,Type_2_large,45000,23000,2,True,True,True,True
Client_13,Ship_493,2025-08-19,2025-08-22,Product_9,8505,3,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_15,Ship_495,2025-08-19,2025-08-22,Product_10,18348,3,Factory_5,Axis_5,Q2B,Type_1_large,21000,11000,2,True,True,True,True
Client_7,Ship_487,2025-08-19,2025-08-24,Product_5,9586,5,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_8,Ship_488,2025-08-19,2025-08-22,Product_5,12408,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,2,True,True,True,True
Client_9,Ship_489,2025-08-19,2025-08-22,Product_6,15406,3,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_12,Ship_492,2025-08-20,2025-08-24,Product_8,23594,4,Factory_4,Axis_4,Q2A,Type_2_small,29000,23000,2,True,True,True,True
Client_5,Ship_485,2025-08-20,2025-08-24,Product_4,27428,4,Factory_2,Axis_2,Q1B,Type_2_small,29000,23000,2,True,True,True,True
Client_6,Ship_486,2025-08-20,2025-08-23,Product_4,21673,3,Factory_2,Axis_2,Q1B,Type_2_small,29000,23000,1,True,True,True,True
Client_10,Ship_490,2025-08-21,2025-08-24,Product_7,31801,3,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_14,Ship_494,2025-08-21,2025-08-24,Product_10,32187,3,Factory_5,Axis_5,Q2B,Type_2_medium,37000,23000,2,True,True,True,True
Client_3,Ship_483,2025-08-21,2025-08-24,Product_1,30065,3,Factory_1,Axis_1,Q1A,Type_2_medium,37000,23000,2,True,True,True,True
Client_1,Ship_501,2025-08-25,2025-08-31,Product_5,21692,6,Factory_3,Axis_3,Q1C,Type_2_small,29000,23000,1,True,True,True,True
Client_2,Ship_502,2025-08-25,2025-08-29,Product_6,8643,4,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_5,Ship_505,2025-08-25,2025-08-28,Product_7,12615,3,Factory_4,Axis_4,Q2A,Type_1_medium,13000,11000,2,True,True,True,True
Client_9,Ship_509,2025-08-25,2025-08-31,Product_10,33347,6,Factory_5,Axis_5,Q2B,Type_2_medium,37000,23000,2,True,True,True,True
Client_7,Ship_507,2025-08-26,2025-08-30,Product_9,8635,4,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_16,Ship_496,2025-08-27,2025-08-30,Product_1,31013,3,Factory_1,Axis_1,Q1A,Type_2_medium,37000,23000,2,True,True,True,True
Client_17,Ship_497,2025-08-27,2025-08-30,Product_2,40888,3,Factory_1,Axis_1,Q1A,Type_2_large,45000,23000,2,True,True,True,True
Client_19,Ship_499,2025-08-27,2025-08-31,Product_4,23735,4,Factory_2,Axis_2,Q1B,Type_2_small,29000,23000,2,True,True,True,True
Client_20,Ship_500,2025-08-27,2025-08-30,Product_4,30456,3,Factory_2,Axis_2,Q1B,Type_2_medium,37000,23000,2,True,True,True,True
Client_18,Ship_498,2025-08-28,2025-08-31,Product_3,2087,3,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_3,Ship_503,2025-08-28,2025-08-31,Product_6,6412,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_4,Ship_504,2025-08-28,2025-08-31,Product_7,12711,3,Factory_4,Axis_4,Q2A,Type_1_medium,13000,11000,2,True,True,True,True
Client_6,Ship_506,2025-08-28,2025-08-31,Product_8,65212,3,Factory_4,Axis_4,Q2A,Type_3_large,69000,35000,2,True,True,True,True
Client_8,Ship_508,2025-08-28,2025-08-31,Product_10,18976,3,Factory_5,Axis_5,Q2B,Type_1_large,21000,11000,2,True,True,True,True
Client_16,Ship_516,2025-09-01,2025-09-05,Product_5,21089,4,Factory_3,Axis_3,Q1C,Type_2_small,29000,23000,1,True,True,True,True
Client_18,Ship_518,2025-09-01,2025-09-04,Product_6,8406,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_19,Ship_519,2025-09-01,2025-09-05,Product_7,17096,4,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_20,Ship_520,2025-09-01,2025-09-07,Product_7,12281,6,Factory_4,Axis_4,Q2A,Type_1_medium,13000,11000,2,True,True,True,True
Client_1,Ship_521,2025-09-02,2025-09-05,Product_8,28232,3,Factory_4,Axis_4,Q2A,Type_2_small,29000,23000,2,True,True,True,True
Client_13,Ship_513,2025-09-02,2025-09-06,Product_3,2121,4,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_3,Ship_523,2025-09-02,2025-09-05,Product_9,8746,3,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_5,Ship_525,2025-09-02,2025-09-05,Product_10,20846,3,Factory_5,Axis_5,Q2B,Type_1_large,21000,11000,2,True,True,True,True
Client_10,Ship_510,2025-09-03,2025-09-07,Product_1,16400,4,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_12,Ship_512,2025-09-03,2025-09-07,Product_2,38821,4,Factory_1,Axis_1,Q1A,Type_2_large,45000,23000,2,True,True,True,True
Client_14,Ship_514,2025-09-03,2025-09-06,Product_4,31556,3,Factory_2,Axis_2,Q1B,Type_2_medium,37000,23000,2,True,True,True,True
Client_15,Ship_515,2025-09-03,2025-09-06,Product_4,18069,3,Factory_2,Axis_2,Q1B,Type_1_large,21000,11000,2,True,True,True,True
Client_17,Ship_517,2025-09-03,2025-09-07,Product_6,5203,4,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_4,Ship_524,2025-09-03,2025-09-07,Product_10,37336,4,Factory_5,Axis_5,Q2B,Type_2_large,45000,23000,2,True,True,True,True
Client_11,Ship_511,2025-09-04,2025-09-07,Product_1,17937,3,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_2,Ship_522,2025-09-04,2025-09-07,Product_8,30558,3,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_13,Ship_533,2025-09-08,2025-09-14,Product_6,5979,6,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_16,Ship_536,2025-09-08,2025-09-11,Product_7,12334,3,Factory_4,Axis_4,Q2A,Type_1_medium,13000,11000,2,True,True,True,True
Client_19,Ship_539,2025-09-08,2025-09-14,Product_9,5643,6,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_20,Ship_540,2025-09-08,2025-09-13,Product_9,3248,5,Factory_5,Axis_5,Q2B,Type_1_small,5000,11000,1,True,True,True,True
Client_6,Ship_526,2025-09-08,2025-09-13,Product_1,33836,5,Factory_1,Axis_1,Q1A,Type_2_medium,37000,23000,2,True,True,True,True
Client_8,Ship_528,2025-09-08,2025-09-14,Product_2,23618,6,Factory_1,Axis_1,Q1A,Type_2_small,29000,23000,2,True,True,True,True
Client_1,Ship_541,2025-09-09,2025-09-14,Product_10,26792,5,Factory_5,Axis_5,Q2B,Type_2_small,29000,23000,2,True,True,True,True
Client_10,Ship_530,2025-09-09,2025-09-12,Product_4,25458,3,Factory_2,Axis_2,Q1B,Type_2_small,29000,23000,2,True,True,True,True
Client_14,Ship_534,2025-09-09,2025-09-14,Product_6,9991,5,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_18,Ship_538,2025-09-09,2025-09-14,Product_8,36073,5,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_11,Ship_531,2025-09-10,2025-09-14,Product_4,25767,4,Factory_2,Axis_2,Q1B,Type_2_small,29000,23000,2,True,True,True,True
Client_12,Ship_532,2025-09-10,2025-09-13,Product_5,21535,3,Factory_3,Axis_3,Q1C,Type_2_small,29000,23000,1,True,True,True,True
Client_17,Ship_537,2025-09-10,2025-09-14,Product_8,22100,4,Factory_4,Axis_4,Q2A,Type_2_small,29000,23000,1,True,True,True,True
Client_2,Ship_542,2025-09-10,2025-09-14,Product_10,29613,4,Factory_5,Axis_5,Q2B,Type_2_medium,37000,23000,2,True,True,True,True
Client_7,Ship_527,2025-09-10,2025-09-13,Product_2,16995,3,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_9,Ship_529,2025-09-10,2025-09-13,Product_3,2056,3,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_15,Ship_535,2025-09-11,2025-09-14,Product_7,16836,3,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_11,Ship_551,2025-09-15,2025-09-20,Product_6,5957,5,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_16,Ship_556,2025-09-15,2025-09-20,Product_9,3835,5,Factory_5,Axis_5,Q2B,Type_1_small,5000,11000,1,True,True,True,True
Client_18,Ship_558,2025-09-15,2025-09-19,Product_10,54093,4,Factory_5,Axis_5,Q2B,Type_3_medium,61000,35000,2,True,True,True,True
Client_5,Ship_545,2025-09-15,2025-09-21,Product_3,2113,6,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_6,Ship_546,2025-09-15,2025-09-19,Product_4,22930,4,Factory_2,Axis_2,Q1B,Type_2_small,29000,23000,1,True,True,True,True
Client_10,Ship_550,2025-09-16,2025-09-19,Product_6,10120,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_12,Ship_552,2025-09-16,2025-09-20,Product_7,17508,4,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_14,Ship_554,2025-09-16,2025-09-20,Product_8,35926,4,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
